JHN 1:36,λέγει,n43001036006,ἐμβλέψας/περιπατοῦντι,"['n43001036002', 'n43001036003', 'n43001036004', 'n43001036005']"
JHN 1:38,λέγει,n43001038009,στραφεὶς/θεασάμενος/ἀκολουθοῦντας,"['n43001038001', 'n43001038005', 'n43001038006', 'n43001038007', 'n43001038008']"
JHN 1:42,εἶπεν,n43001042010,ἐμβλέψας,"['n43001042006', 'n43001042007']"
JHN 2:15,ἐξέβαλεν,n43002015007,ποιήσας,"['n43002015002', 'n43002015003', 'n43002015004', 'n43002015005']"
JHN 4:6,ἐκαθέζετο,n43004006014,κεκοπιακὼς,"['n43004006010', 'n43004006011', 'n43004006012', 'n43004006013']"
JHN 4:9,αἰτεῖς,n43004009015,οὔσης,"['n43004009012', 'n43004009013', 'n43004009016', 'n43004009017', 'n43004009018']"
JHN 4:47,ἀπῆλθεν,n43004047012,ἀκούσας,"['n43004047002', 'n43004047003', 'n43004047004', 'n43004047005', 'n43004047006', 'n43004047007', 'n43004047008', 'n43004047009', 'n43004047010', 'n43004047011']"
JHN 5:6,λέγει,n43005006013,κατακείμενον/ἰδὼν/γνοὺς,"['n43005006001', 'n43005006005', 'n43005006002', 'n43005006006', 'n43005006007', 'n43005006008', 'n43005006009', 'n43005006011', 'n43005006010', 'n43005006012']"
JHN 6:5,λέγει,n43006005015,ἐπάρας/θεασάμενος,"['n43006005001', 'n43006005003', 'n43006005004', 'n43006005007', 'n43006005008', 'n43006005009', 'n43006005010', 'n43006005011', 'n43006005012', 'n43006005013', 'n43006005014']"
JHN 6:11,διέδωκεν,n43006011009,εὐχαριστήσας,['n43006011008']
JHN 6:14,ἔλεγον,n43006014008,ἰδόντες,"['n43006014004', 'n43006014005', 'n43006014006', 'n43006014007']"
JHN 6:15,ἀνεχώρησεν,n43006015013,γνοὺς,"['n43006015003', 'n43006015004', 'n43006015005', 'n43006015006', 'n43006015007', 'n43006015008', 'n43006015009', 'n43006015010', 'n43006015011', 'n43006015012']"
JHN 6:17,ἤρχοντο,n43006017005,ἐμβάντες,"['n43006017002', 'n43006017003', 'n43006017004']"
JHN 6:18,διεγείρετο,n43006018007,πνέοντος,"['n43006018004', 'n43006018005', 'n43006018006']"
JHN 6:19,θεωροῦσιν,n43006019009,ἐληλακότες,"['n43006019001', 'n43006019003', 'n43006019004', 'n43006019005', 'n43006019006', 'n43006019007', 'n43006019008']"
JHN 6:25,εἶπον,n43006025007,εὑρόντες,"['n43006025002', 'n43006025003', 'n43006025004', 'n43006025005', 'n43006025006']"
