HEB 1:1,ἐλάλησεν,n58001002006,λαλήσας,"['n58001001001', 'n58001001002', 'n58001001003', 'n58001001004', 'n58001001007', 'n58001001008', 'n58001001009', 'n58001001010', 'n58001001011', 'n58001001012']"
HEB 1:3,ἐκάθισεν,n58001003025,ποιησάμενος,"['n58001003019', 'n58001003020', 'n58001003021', 'n58001003022', 'n58001003023', 'n58001003024']"
HEB 1:4,κεκληρονόμηκεν,n58001004010,γενόμενος,"['n58001004001', 'n58001004002', 'n58001004003', 'n58001004004', 'n58001004005']"
HEB 2:3,ἐβεβαιώθη,n58002003019,λαβοῦσα,"['n58002003008', 'n58002003009', 'n58002003010', 'n58002003011', 'n58002003012', 'n58002003013']"
HEB 2:10,τελειῶσαι,n58002010025,ἀγαγόντα,"['n58002010013', 'n58002010014', 'n58002010015', 'n58002010016', 'n58002010017']"
HEB 2:18,δύναται,n58002018007,πειρασθείς,"['n58002018001', 'n58002018002', 'n58002018004', 'n58002018005', 'n58002018006']"
HEB 3:16,παρεπίκραναν,n58003016004,ἀκούσαντες,['n58003016003']
HEB 4:1,δοκῇ,n58004001011,καταλειπομένης,"['n58004001004', 'n58004001005', 'n58004001006', 'n58004001007', 'n58004001008', 'n58004001009', 'n58004001010']"
HEB 4:14,κρατῶμεν,n58004014013,Ἔχοντες/διεληλυθότα,"['n58004014001', 'n58004014003', 'n58004014004', 'n58004014005', 'n58004014006', 'n58004014007', 'n58004014008', 'n58004014009', 'n58004014010', 'n58004014011', 'n58004014012']"
HEB 5:8,ἔμαθεν,n58005008004,ὢν,"['n58005008001', 'n58005008002', 'n58005008003']"
HEB 5:12,ἔχετε,n58005012011,ὀφείλοντες,"['n58005012001', 'n58005012003', 'n58005012004', 'n58005012005', 'n58005012006', 'n58005012007', 'n58005012008']"
HEB 6:1,φερώμεθα,n58006001012,ἀφέντες,"['n58006001002', 'n58006001003', 'n58006001004', 'n58006001005', 'n58006001006', 'n58006001007', 'n58006001008']"
HEB 6:13,ὤμοσεν,n58006013013,ἐπαγγειλάμενος,"['n58006013001', 'n58006013003', 'n58006013004']"
HEB 6:14,εὐλογήσω,n58006014005,εὐλογῶν,['n58006014004']
HEB 6:14,πληθυνῶ,n58006014009,πληθύνων,['n58006014008']
HEB 6:15,ἐπέτυχεν,n58006015004,μακροθυμήσας,['n58006015003']
HEB 6:17,ἐμεσίτευσεν,n58006017017,βουλόμενος,"['n58006017001', 'n58006017002', 'n58006017003', 'n58006017004', 'n58006017007', 'n58006017008', 'n58006017009', 'n58006017010', 'n58006017011', 'n58006017012', 'n58006017013', 'n58006017014', 'n58006017015', 'n58006017016']"
HEB 8:8,λέγει,n58008008004,μεμφόμενος,"['n58008008001', 'n58008008003']"
HEB 9:11,εἰσῆλθεν,n58009012012,παραγενόμενος,['n58009011003']
HEB 9:13,ἁγιάζει,n58009013014,ῥαντίζουσα,"['n58009013011', 'n58009013012', 'n58009013013']"
HEB 9:13,καθαριεῖ,n58009014016,ῥαντίζουσα,"['n58009013001', 'n58009013003', 'n58009013004', 'n58009013005', 'n58009013006', 'n58009013007', 'n58009013008', 'n58009013009', 'n58009013010', 'n58009013011', 'n58009013012', 'n58009013013', 'n58009013014', 'n58009013015', 'n58009013016', 'n58009013017', 'n58009013018', 'n58009013019']"
HEB 9:19,ἐράντισεν,n58009019033,λαβὼν,"['n58009019013', 'n58009019014', 'n58009019015', 'n58009019016', 'n58009019017', 'n58009019018', 'n58009019019', 'n58009019020', 'n58009019021', 'n58009019022', 'n58009019023', 'n58009019024']"
HEB 9:19,ἐράντισεν,n58009019033,λαληθείσης,"['n58009019001', 'n58009019003', 'n58009019004', 'n58009019005', 'n58009019006', 'n58009019007', 'n58009019008', 'n58009019009', 'n58009019010', 'n58009019011', 'n58009019012']"
HEB 9:28,ὀφθήσεται,n58009028016,προσενεχθεὶς,"['n58009028005', 'n58009028006', 'n58009028007', 'n58009028008', 'n58009028009', 'n58009028011', 'n58009028010']"
HEB 10:1,δύναται,n58010001026,ἔχων/μελλόντων,"['n58010001003', 'n58010001001', 'n58010001006', 'n58010001007', 'n58010001008', 'n58010001009', 'n58010001010', 'n58010001011', 'n58010001012', 'n58010001013', 'n58010001014']"
HEB 10:5,λέγει,n58010005006,εἰσερχόμενος,"['n58010005002', 'n58010005003', 'n58010005004', 'n58010005005']"
HEB 10:8,εἴρηκεν,n58010009002,λέγων,"['n58010008001', 'n58010008002', 'n58010008003', 'n58010008004', 'n58010008005', 'n58010008006', 'n58010008007', 'n58010008008', 'n58010008009', 'n58010008010', 'n58010008011', 'n58010008012', 'n58010008013', 'n58010008014', 'n58010008015', 'n58010008016', 'n58010008017', 'n58010008018', 'n58010008019']"
HEB 10:8,ἥκω,n58010009004,λέγων,"['n58010008001', 'n58010008002', 'n58010008003', 'n58010008004', 'n58010008005', 'n58010008006', 'n58010008007', 'n58010008008', 'n58010008009', 'n58010008010', 'n58010008011', 'n58010008012', 'n58010008013', 'n58010008014', 'n58010008015', 'n58010008016', 'n58010008017', 'n58010008018', 'n58010008019', 'n58010009001', 'n58010009002']"
HEB 10:12,ἐκάθισεν,n58010012011,προσενέγκας,"['n58010012003', 'n58010012007', 'n58010012004', 'n58010012005', 'n58010012006', 'n58010012008', 'n58010012009', 'n58010012010']"
HEB 10:16,ἐπιγράψω,n58010016025,διδοὺς,"['n58010016014', 'n58010016015', 'n58010016016', 'n58010016017', 'n58010016018', 'n58010016019']"
HEB 10:19,προσερχώμεθα,n58010022001,Ἔχοντες/ζῶσαν,"['n58010019001', 'n58010019004', 'n58010019005', 'n58010019006', 'n58010019007', 'n58010019008', 'n58010019009', 'n58010019010', 'n58010019011', 'n58010019012', 'n58010019013', 'n58010020001', 'n58010020002', 'n58010020003', 'n58010020004', 'n58010020005', 'n58010020006', 'n58010020007', 'n58010020008', 'n58010020009', 'n58010020010', 'n58010020011', 'n58010020012', 'n58010020013', 'n58010020014', 'n58010020015', 'n58010021001', 'n58010021002', 'n58010021003', 'n58010021004', 'n58010021005', 'n58010021006', 'n58010021007', 'n58010021008']"
HEB 10:28,ἀποθνῄσκει,n58010028012,ἀθετήσας,"['n58010028001', 'n58010028003', 'n58010028004']"
HEB 10:32,ὑπεμείνατε,n58010032011,φωτισθέντες,['n58010032008']
HEB 10:36,κομίσησθε,n58010036011,ποιήσαντες,"['n58010036006', 'n58010036007', 'n58010036008', 'n58010036009', 'n58010036010']"
HEB 11:3,γεγονέναι,n58011003015,φαινομένων,"['n58011003011', 'n58011003012']"
HEB 11:4,λαλεῖ,n58011004027,ἀποθανὼν,['n58011004025']
HEB 11:7,κατεσκεύασεν,n58011007009,εὐλαβηθεὶς,['n58011007008']
HEB 11:7,κατεσκεύασεν,n58011007009,χρηματισθεὶς,"['n58011007002', 'n58011007004', 'n58011007005', 'n58011007006', 'n58011007007']"
HEB 11:8,ὑπήκουσεν,n58011008004,καλούμενος,['n58011008002']
HEB 11:12,ἐγεννήθησαν,n58011012005,νενεκρωμένου,"['n58011012002', 'n58011012003', 'n58011012004', 'n58011012008']"
HEB 11:20,εὐλόγησεν,n58011020005,μελλόντων,"['n58011020002', 'n58011020003', 'n58011020004']"
HEB 11:21,εὐλόγησεν,n58011021008,ἀποθνῄσκων,['n58011021003']
HEB 11:22,ἐμνημόνευσεν,n58011022010,τελευτῶν,['n58011022003']
HEB 11:23,ἐκρύβη,n58011023004,γεννηθεὶς,['n58011023003']
HEB 11:24,ἠρνήσατο,n58011024005,γενόμενος,"['n58011024003', 'n58011024004']"
HEB 11:27,ἐκαρτέρησεν,n58011027015,ὁρῶν,"['n58011027013', 'n58011027014']"
HEB 11:29,κατεπόθησαν,n58011029015,λαβόντες,"['n58011029010', 'n58011029011', 'n58011029012']"
HEB 11:39,ἐκομίσαντο,n58011039008,μαρτυρηθέντες,"['n58011039003', 'n58011039004', 'n58011039005', 'n58011039006']"
